Year,Avg. Pace,Player,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Selected?,Rank,Team,Position,Salary,Inflation,row_max
2006,91.9,Mehmet Okur,UTA,4,41,41,27,17.1,7.3,1.9,0.4,0.5,1.8,58.3,1.6,0.001,21.8,11.5,0,0,1,58,Utah Jazz, C,8250000,10275956,10275956
2006,91.9,Dwight Howard,ORL,5,41,41,22,17.0,12.5,1.7,0.8,1.9,3.6,60.4,0.0,0.003,22.4,16.7,0,0,1,144,Orlando Magic, C,4493160,5596547,5596547
2006,91.9,Jason Kidd,NJN,6,40,40,20,14.4,8.3,9.1,1.9,0.3,2.8,54.0,1.4,0.003,19.0,16.9,7,0,1,6,New Jersey Nets, PG,16440000,20477177,20477177
2006,91.9,Shaquille O'Neal,MIA,9,4,40,2,14.0,7.5,1.3,0.0,1.0,3.5,46.0,0.0,0.003,29.2,5.5,13,1,1,1,Miami Heat, C,20000000,24911408,24911408
2007,92.4,LeBron James,CLE,5,35,40,22,29.7,7.6,7.4,2.0,1.1,3.4,56.1,1.4,0.003,32.5,20.1,3,1,1,106,Cleveland Cavaliers, SF,5828089,7058260,7058260
2007,92.4,Kobe Bryant,LAL,3,39,39,27,27.4,5.8,5.1,2.1,0.4,3.1,56.2,1.9,0.004,31.6,16.5,9,1,1,5,Los Angeles Lakers, SF,17718750,21458759,21458759
2007,92.4,Allen Iverson,DEN,7,40,40,24,27.0,2.9,6.9,2.1,0.2,3.3,56.7,1.1,0.003,27.0,14.3,8,1,1,7,Philadelphia 76ers, SG,17184375,20811590,20811590
2007,92.4,Carmelo Anthony,DEN,7,40,40,24,25.5,7.0,3.4,1.3,0.5,3.5,54.2,0.6,0.003,30.2,12.6,1,1,1,135,Denver Nuggets, PF,4694041,5684842,5684842
2007,92.4,Dwyane Wade,MIA,15,33,41,7,25.3,4.2,6.8,1.9,0.8,4.4,55.2,0.2,0.001,32.1,14.8,3,1,1,165,Miami Heat, G,3841443,4652280,4652280
2007,92.4,Carlos Boozer,UTA,9,41,42,23,22.5,10.8,2.8,1.3,0.5,2.7,57.8,0.0,0.002,28.0,16.4,1,1,1,36,Utah Jazz, PF,11260483,13637305,13637305
2007,92.4,Amar'e Stoudemire,PHX,1,38,41,27,22.5,9.2,1.2,0.8,2.2,2.0,63.5,0.1,0.002,27.0,15.4,2,1,1,25,Phoenix Suns, C,12455000,15083956,15083956
2007,92.4,Yao Ming,HOU,10,41,41,22,22.3,10.7,2.4,0.5,2.3,3.4,58.2,0.0,0.004,27.0,16.9,5,1,1,26,Houston Rockets, C,12455000,15083956,15083956
2007,92.4,Chris Bosh,TOR,6,36,41,20,22.2,9.3,2.2,0.9,1.1,2.1,57.3,0.0,0.003,28.3,15.8,2,1,1,147,Toronto Raptors, PF,4235220,5129174,5129174
2007,92.4,Joe Johnson,ATL,7,38,38,18,22.2,4.2,5.5,0.9,0.1,2.6,52.3,2.0,0.003,26.0,12.1,1,1,1,23,Atlanta Hawks, G,12744190,15434187,15434187
2007,92.4,Dwight Howard,ORL,3,43,43,26,22.1,15.0,1.5,1.0,2.6,3.3,62.0,0.0,0.002,24.4,16.8,1,1,1,134,Orlando Magic, C,4806720,5821305,5821305
2007,92.4,Dirk Nowitzki,DAL,4,40,40,27,22.1,8.5,3.8,0.7,1.0,2.2,58.1,0.9,0.003,26.8,16.6,6,1,1,15,Dallas Mavericks, F,15101622,18289217,18289217
2007,92.4,Caron Butler,WAS,4,38,39,22,21.8,7.0,4.4,2.4,0.3,2.6,56.9,1.1,0.003,24.0,14.8,1,1,1,78,Washington Wizards, SF,7438000,9007986,9007986
2007,92.4,Antawn Jamison,WAS,4,39,39,22,21.5,10.6,1.5,0.9,0.5,1.3,52.8,1.7,0.004,24.4,13.6,1,0,1,13,Washington Wizards, PF,15101626,18289222,18289222
2007,92.4,Chris Paul,NOH,2,38,40,27,21.1,3.8,10.4,2.7,0.0,2.7,57.8,1.1,0.003,25.3,18.2,0,0,1,179,NO/Oklahoma City Hornets, PG,3380160,4093631,4093631
2007,92.4,Paul Pierce,BOS,1,39,39,33,20.4,5.5,4.9,1.4,0.4,3.0,57.3,1.7,0.006,25.2,15.0,5,0,1,12,Boston Celtics, SF,15101626,18289222,18289222
2007,92.4,David West,NOH,2,39,40,27,19.4,9.4,2.4,0.7,1.3,2.1,52.2,0.1,0.004,25.5,13.4,0,0,1,248,NO/Oklahoma City Hornets, F,2051938,2485053,2485053
2007,92.4,Brandon Roy,POR,6,41,41,25,19.3,4.5,5.7,0.9,0.2,1.9,53.9,1.0,0.002,25.0,13.8,0,0,1,215,Portland Trail Blazers, SG,2681880,3247961,3247961
2007,92.4,Kevin Garnett,BOS,1,39,39,33,19.3,9.8,3.8,1.4,1.4,2.1,59.7,0.0,0.005,24.5,20.6,10,1,1,1,Minnesota Timberwolves, PF,21000000,25432604,25432604
2007,92.4,Tim Duncan,SAS,5,35,39,24,18.8,11.0,3.0,0.7,1.9,2.5,54.3,0.0,0.003,28.1,16.6,9,1,1,6,San Antonio Spurs, C,17429673,21108665,21108665
2007,92.4,Richard Hamilton,DET,2,40,42,27,18.8,3.3,4.4,1.0,0.2,1.9,56.8,1.0,0.003,24.5,12.2,2,1,1,49,Detroit Pistons, SG,9187500,11126764,11126764
2007,92.4,Ray Allen,BOS,1,36,39,31,18.2,4.0,3.0,1.0,0.1,1.7,56.6,2.4,0.005,21.5,11.8,7,1,1,19,Seattle SuperSonics, SG,14611570,17695727,17695727
2007,92.4,Chauncey Billups,DET,2,40,42,28,17.9,3.0,7.1,1.4,0.2,2.0,62.6,1.8,0.004,22.5,16.8,2,1,1,96,Detroit Pistons, PG,6364400,7707774,7707774
2007,92.4,Steve Nash,PHX,1,40,41,29,16.9,3.5,12.1,0.7,0.1,3.6,64.1,2.0,0.002,21.1,15.4,5,1,1,40,Phoenix Suns, PG,10500000,12716302,12716302
2007,92.4,Rasheed Wallace,DET,2,40,42,28,12.4,7.3,1.9,1.4,1.5,1.2,50.3,1.3,0.003,20.4,11.4,3,0,1,34,Detroit Pistons, PF,11650000,14109039,14109039
2007,92.4,Jason Kidd,DAL,4,39,40,18,11.4,8.4,10.7,1.6,0.2,3.8,48.2,1.5,0.002,18.6,15.2,8,1,1,3,New Jersey Nets, PG,18084000,21901105,21901105
2008,91.7,Dwyane Wade,MIA,6,41,41,22,28.8,4.9,7.3,2.3,1.5,3.7,55.4,0.8,0.003,34.9,18.5,4,1,1,31,Miami Heat, G,13041250,15209956,15209956
2008,91.7,LeBron James,CLE,2,40,40,32,27.8,7.2,6.8,2.0,1.3,3.1,58.6,1.3,0.005,33.2,22.6,4,1,1,33,Cleveland Cavaliers, SF,13041250,15209956,15209956
2008,91.7,Kobe Bryant,LAL,1,41,41,33,26.8,5.7,5.2,1.3,0.4,3.0,56.8,1.3,0.003,31.3,16.1,10,1,1,5,Los Angeles Lakers, SF,19490625,22731835,22731835
2008,91.7,Danny Granger,IND,14,39,42,13,26.2,5.1,3.4,1.0,1.4,2.6,58.4,2.7,0.002,28.8,13.3,0,0,1,295,Indiana Pacers, SF,1516800,1769037,1769037
2008,91.7,Dirk Nowitzki,DAL,9,41,42,23,26.0,8.5,2.5,0.7,0.8,2.1,56.8,0.9,0.002,29.3,16.4,7,1,1,13,Dallas Mavericks, F,16360094,19080710,19080710
2008,91.7,Chris Bosh,TOR,13,44,44,16,23.3,9.9,2.6,0.7,0.8,2.2,58.4,0.2,0.002,26.8,15.6,3,1,1,32,Toronto Raptors, PF,13041250,15209956,15209956
2008,91.7,Brandon Roy,POR,6,38,42,23,22.3,4.7,5.2,1.0,0.4,1.9,55.8,0.9,0.002,27.5,14.9,1,1,1,211,Portland Trail Blazers, SG,2883120,3362570,3362570
2008,91.7,Joe Johnson,ATL,4,41,41,25,22.0,4.5,6.0,1.0,0.4,2.3,52.9,2.1,0.003,26.6,12.6,2,1,1,25,Atlanta Hawks, G,13488378,15731439,15731439
2008,91.7,Devin Harris,NJN,9,36,42,18,21.8,3.0,6.4,1.5,0.2,2.8,57.2,0.9,0.001,27.4,14.2,0,0,1,168,New Jersey Nets, G,3995003,4659355,4659355
2008,91.7,Amar'e Stoudemire,PHX,8,40,40,23,21.3,8.0,2.2,1.1,1.1,2.8,61.9,0.1,0.002,24.4,13.8,3,1,1,21,Phoenix Suns, C,13762775,16051467,16051467
2008,91.7,Chris Paul,NOH,3,39,39,26,21.2,5.5,11.0,2.7,0.2,2.9,60.5,0.7,0.004,25.7,21.3,1,1,1,179,New Orleans Hornets, PG,3615960,4217279,4217279
2008,91.7,Tony Parker,SAS,2,32,41,21,20.4,2.8,6.7,0.9,0.1,2.5,55.0,0.3,0.002,30.3,14.5,2,0,1,47,San Antonio Spurs, G,10500000,12246106,12246106
